loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status,source_system
LN-32319269,BR-164878,conventional,2023-11-19,2043-08-06,-23963.0,402235.16,8.065,240,NC,refinance,A,18,120k+,delinquent_30,41,Meridian Loan Servicing,2026-07-28,2025-09-03,missing,origination_sys_b
LN-75780969,BR-774248,fha,2023-06-07,2052-12-31,241108.46,160653.05,6.752,360,CA,purchase,C,14,120k+,current,0,Meridian Loan Servicing,2025-09-06,2026-03-13,missing,origination_sys_b
LN-63467538,BR-817210,conventional,2019-01-14,2048-08-09,90756.84,68844.01,7.397,360,OH,refinance,A,10,75k-120k,current,0,Meridian Loan Servicing,2026-06-01,2024-11-29,complete,origination_sys_a
LN-18483477,BR-343238,conventional,2020-09-12,2035-06-26,321841.67,231592.04,8.346,180,NC,cash_out_refinance,A,5,40k-75k,delinquent_90,97,Meridian Loan Servicing,2026-03-08,2025-06-14,missing,manual_spreadsheet
LN-59034913,BR-309627,jumbo,2021-01-03,2040-09-20,316622.88,244186.42,7.88,240,AK,refinance,C,1,40k-75k,current,0,Meridian Loan Servicing,2022-01-01,2024-05-27,missing,origination_sys_a
LN-63411997,BR-818114,va,2019-09-20,2034-07-03,159925.61,88064.51,5.518,180,MS,refinance,C,0,<40k,current,0,Highline Capital Servicing,2020-01-14,2026-06-14,partial,origination_sys_a
LN-10809149,BR-851663,jumbo,2023-02-14,2037-11-27,600738.85,546957.99,7.998,180,KY,purchase,C,21,75k-120k,current,0,Coastal Trust Servicing,2023-08-30,2025-08-26,partial,origination_sys_b
LN-77262273,BR-745592,fha,31/02/2021,2037-12-25,151724.8,77755.33,5.14,180,MS,cash_out_refinance,B,18,<40k,delinquent_30,32,Coastal Trust Servicing,2025-05-10,2025-07-13,missing,origination_sys_a
LN-30481894,BR-942476,va,2023-06-15,2038-03-28,638332.45,22416.48,5.186,180,ID,refinance,C,25,120k+,closed,0,Coastal Trust Servicing,2026-01-04,2025-08-22,missing,origination_sys_a
LN-12415283,BR-490853,fha,2022-09-30,2042-06-17,515063.51,374227.71,4.209,240,UT,purchase,A,6,75k-120k,delinquent_30,36,Coastal Trust Servicing,2026-02-11,2026-03-06,,manual_spreadsheet
LN-11668719,BR-682992,jumbo,2023-10-28,2033-09-05,536148.19,344068.96,7.969,120,NJ,refinance,B,23,75k-120k,current,0,Meridian Loan Servicing,2024-01-12,2025-08-21,partial,manual_spreadsheet
LN-18789276,BR-318092,jumbo,2022-02-12,2041-10-30,198990.24,64981.97,4.117,240,ZZ,cash_out_refinance,B,6,120k+,current,0,Meridian Loan Servicing,2025-11-19,2025-08-11,partial,origination_sys_b
LN-48561877,BR-890826,jumbo,2019-01-23,2028-12-01,376753.56,190032.68,6.425,120,VA,cash_out_refinance,D,24,75k-120k,delinquent_30,39,Meridian Loan Servicing,2024-12-03,2026-05-05,complete,origination_sys_a
LN-68272254,BR-890182,jumbo,2023-02-07,2042-10-25,217536.78,49496.01,4.607,240,NV,cash_out_refinance,C,3,120k+,current,0,Coastal Trust Servicing,2026-07-03,2025-06-30,missing,origination_sys_b
LN-17369437,BR-378559,jumbo,2022-05-27,2051-12-21,103997.7,89268.71,6.845,360,AK,purchase,B,0,75k-120k,delinquent_60,48,Meridian Loan Servicing,2024-01-15,2025-07-19,partial,origination_sys_a
LN-40492727,BR-534388,conventional,2023-02-02,2052-08-28,564175.15,414393.93,5.169,360,SC,cash_out_refinance,B,10,75k-120k,delinquent_30,35,Meridian Loan Servicing,2023-08-06,2025-10-20,missing,origination_sys_b
LN-34311013,BR-562516,conventional,2020-10-02,2050-04-28,444500.75,136426.26,4.493,360,CO,cash_out_refinance,D,27,75k-120k,current,0,Meridian Loan Servicing,2024-07-26,2025-11-27,missing,origination_sys_b
LN-50940562,BR-489226,fha,2021-03-23,2036-01-04,605117.25,521561.38,4.227,180,ME,purchase,A,27,120k+,current,102,Highline Capital Servicing,2023-07-19,2026-04-11,missing,manual_spreadsheet
LN-27384392,BR-506387,fha,2022-03-09,2036-12-20,315024.43,72229.1,3.983,180,NC,cash_out_refinance,D,17,75k-120k,current,0,Meridian Loan Servicing,2025-07-28,2026-06-18,complete,manual_spreadsheet
LN-49155038,BR-160759,conventional,2020-12-14,2035-09-27,345213.27,159447.01,7.068,180,NY,refinance,B,12,40k-75k,current,0,Coastal Trust Servicing,2026-01-08,2026-03-30,partial,manual_spreadsheet
LN-58907570,BR-041197,fha,2022-11-28,2042-08-15,268403.95,124974.58,7.679,240,AK,cash_out_refinance,D,23,<40k,delinquent_60,49,Highline Capital Servicing,2023-05-29,2026-05-15,complete,origination_sys_b
LN-31420223,BR-604028,conventional,2022-03-21,2051-10-15,538800.95,337237.08,8.41,360,AR,cash_out_refinance,C,3,40k-75k,current,0,Meridian Loan Servicing,2025-03-08,2025-07-20,complete,origination_sys_a
LN-16123895,BR-587811,jumbo,2020-10-31,2050-05-27,254570.42,68725.75,3.652,360,AZ,cash_out_refinance,A,25,75k-120k,current,0,Highline Capital Servicing,2022-01-15,2025-08-28,partial,manual_spreadsheet
LN-95341533,BR-137955,jumbo,2020-01-05,2034-10-18,593131.44,312578.26,7.555,180,TX,cash_out_refinance,A,27,<40k,current,0,Coastal Trust Servicing,2023-08-09,2026-01-19,missing,manual_spreadsheet
LN-94400156,BR-397765,conventional,2022-03-23,2051-10-17,511446.38,518263.74,4.44,360,CO,refinance,B,20,75k-120k,current,0,Coastal Trust Servicing,2022-06-29,2025-10-28,missing,origination_sys_a
LN-75136909,BR-870226,conventional,2019-04-07,2038-12-23,299393.79,194905.13,3.726,240,MO,purchase,A,29,75k-120k,current,0,Meridian Loan Servicing,2021-12-16,2026-01-09,missing,origination_sys_b
LN-26845862,BR-872644,va,2019-12-29,2049-07-24,551146.16,349417.73,7.713,360,IL,refinance,C,19,<40k,delinquent_60,49,Coastal Trust Servicing,2024-06-04,2026-04-03,complete,manual_spreadsheet
LN-41392693,BR-525118,fha,2023-04-21,2052-11-14,153466.3,55850.31,8.251,360,OK,refinance,B,4,<40k,current,0,Highline Capital Servicing,2025-12-26,2026-07-11,complete,origination_sys_a
LN-64150971,BR-235939,fha,2020-04-13,2030-02-20,554864.0,440114.47,5.251,120,IL,cash_out_refinance,A,12,120k+,delinquent_30,42,Meridian Loan Servicing,2023-07-22,2026-01-10,missing,origination_sys_a
LN-86215310,BR-507730,conventional,2020-04-06,2035-01-18,437511.77,290724.24,6.922,180,AL,refinance,A,18,<40k,delinquent_30,30,Highline Capital Servicing,2021-08-09,2025-07-06,complete,manual_spreadsheet
LN-63924296,BR-484822,fha,2019-03-14,2029-01-20,91282.21,22784.16,8.315,120,MO,refinance,B,11,<40k,current,0,Highline Capital Servicing,2022-07-24,2025-10-23,complete,origination_sys_a
,BR-615275,va,2021-07-30,2051-02-23,485090.92,237561.76,8.002,360,OK,refinance,C,20,75k-120k,current,0,Meridian Loan Servicing,2023-10-12,2025-11-28,complete,origination_sys_b
LN-25135146,BR-362751,jumbo,2019-08-11,2049-03-06,251182.56,60797.56,6.375,360,IL,purchase,D,10,120k+,delinquent_30,39,Meridian Loan Servicing,2021-01-26,2025-09-11,partial,origination_sys_b
LN-83921283,BR-958472,conventional,2022-06-04,2032-04-12,465427.96,130823.46,7.512,120,HI,purchase,B,13,<40k,current,0,Coastal Trust Servicing,2025-11-21,2025-11-17,partial,origination_sys_a
LN-90084475,BR-934540,jumbo,2022-02-24,2051-09-20,478921.69,340489.65,8.233,360,OR,refinance,C,2,75k-120k,delinquent_60,48,Meridian Loan Servicing,2023-02-21,2025-08-15,complete,manual_spreadsheet
LN-27739465,BR-932599,conventional,2020-09-06,2050-04-02,602555.48,515591.03,5.948,360,HI,purchase,B,22,75k-120k,delinquent_90,115,Highline Capital Servicing,2025-09-18,2025-11-12,partial,origination_sys_b
,BR-066388,jumbo,2019-03-24,2038-12-09,507498.65,154380.93,5.536,240,MI,purchase,C,23,75k-120k,current,0,Coastal Trust Servicing,2021-05-22,2025-06-17,partial,origination_sys_b
LN-80172105,BR-200773,conventional,2020-06-30,2030-05-09,600613.69,101527.92,4.281,120,SD,refinance,C,25,<40k,current,0,Coastal Trust Servicing,2021-11-11,2024-02-17,complete,manual_spreadsheet
LN-72003541,BR-961268,conventional,2019-10-12,2034-07-25,603261.24,97983.11,5.713,180,NC,purchase,A,5,40k-75k,current,0,Highline Capital Servicing,2021-05-23,2026-01-08,missing,manual_spreadsheet
LN-91656524,BR-875692,fha,2024-06-15,2039-03-29,478981.2,168870.63,3.823,180,ZZ,refinance,C,28,<40k,current,0,Coastal Trust Servicing,2026-07-28,2026-06-23,partial,origination_sys_a
LN-66028474,BR-473915,conventional,2022-10-12,2052-05-07,86839.4,27560.36,6.954,360,NE,refinance,D,10,120k+,current,0,Highline Capital Servicing,2025-05-20,2026-05-24,partial,origination_sys_a
LN-30761510,BR-313033,va,2019-10-18,2049-05-13,319170.38,296570.61,4.639,360,NY,cash_out_refinance,D,13,120k+,current,0,Meridian Loan Servicing,2025-04-05,2025-08-16,missing,origination_sys_a
LN-98403166,BR-411278,fha,2020-12-24,2030-11-02,118136.47,79766.91,5.348,120,00,purchase,A,14,75k-120k,current,0,Highline Capital Servicing,2022-05-12,2026-02-21,complete,origination_sys_b
LN-37699759,BR-768258,va,2022-11-10,2037-08-23,598783.29,109474.97,6.055,180,CT,refinance,B,19,75k-120k,current,0,Meridian Loan Servicing,2025-10-28,2026-03-12,partial,origination_sys_b
LN-37420365,BR-794382,fha,2022-05-19,2042-02-03,118147.5,73116.76,8.289,240,RI,cash_out_refinance,A,9,<40k,current,0,Coastal Trust Servicing,2023-06-22,2025-08-13,missing,manual_spreadsheet
LN-10670491,BR-655712,va,2020-08-01,2035-05-15,530704.3,313358.27,4.489,180,RI,refinance,C,5,40k-75k,delinquent_30,30,Highline Capital Servicing,2020-10-09,2025-09-13,complete,origination_sys_a
LN-66338025,BR-580710,conventional,2023-11-13,2043-07-31,394967.82,251397.53,4.2,240,CT,cash_out_refinance,B,30,40k-75k,current,0,Meridian Loan Servicing,2025-12-24,2025-06-14,partial,origination_sys_b
LN-63188419,BR-226508,fha,2020-11-23,2030-10-02,315205.82,98273.9,5.893,120,AZ,purchase,B,30,40k-75k,current,0,Meridian Loan Servicing,2026-07-05,2025-12-31,partial,origination_sys_b
LN-50525075,BR-381259,va,2021-03-04,2050-09-28,90975.77,27228.49,4.828,360,MS,cash_out_refinance,D,5,40k-75k,current,0,Coastal Trust Servicing,2022-08-10,2025-12-30,,origination_sys_a
LN-54108782,BR-578688,va,2020-10-31,2040-07-18,303800.49,120641.23,5.819,240,TN,cash_out_refinance,B,18,75k-120k,current,0,Meridian Loan Servicing,2026-07-25,2026-05-10,complete,origination_sys_b
LN-96145298,BR-268868,va,2019-01-26,2033-11-08,552864.7,567231.75,8.151,180,MD,refinance,D,23,40k-75k,current,0,Meridian Loan Servicing,2019-09-02,2026-01-21,partial,origination_sys_a
LN-20114999,BR-169789,fha,2022-08-15,2037-05-28,633435.91,202338.74,3.572,180,CO,cash_out_refinance,B,14,75k-120k,current,0,Highline Capital Servicing,2022-09-30,2025-06-12,missing,manual_spreadsheet
LN-48495007,BR-224802,fha,2021-09-09,2031-07-19,496917.39,407322.87,4.674,120,NH,purchase,A,27,120k+,current,0,Coastal Trust Servicing,2025-08-18,2025-06-20,partial,origination_sys_a
LN-39753645,BR-397168,jumbo,2023-01-05,2032-11-13,243314.75,212863.03,5.302,120,NV,purchase,C,28,40k-75k,current,0,Highline Capital Servicing,2025-01-08,2025-08-23,missing,origination_sys_b
LN-58171826,BR-041501,conventional,2021-07-12,2036-04-24,587152.32,386383.98,4.774,180,OK,cash_out_refinance,B,23,40k-75k,delinquent_90,113,Coastal Trust Servicing,2025-07-04,2025-11-22,partial,origination_sys_b
LN-35769261,BR-677897,jumbo,2019-08-28,2039-05-15,497157.18,135536.96,4.222,240,CA,cash_out_refinance,C,7,120k+,current,0,Highline Capital Servicing,2022-01-01,2026-07-25,missing,manual_spreadsheet
LN-04196053,BR-336965,jumbo,2019-07-17,2034-04-29,93398.2,86259.51,8.385,180,NY,refinance,C,0,75k-120k,current,0,Coastal Trust Servicing,2024-11-06,2025-07-07,partial,manual_spreadsheet
LN-04945077,BR-947290,va,2023-04-26,2033-03-04,320939.95,144725.94,6.263,120,VA,refinance,B,19,120k+,delinquent_60,60,Meridian Loan Servicing,2023-05-17,2025-12-12,missing,origination_sys_a
LN-39605649,BR-212311,conventional,2022-04-30,2032-03-08,613256.76,350926.69,4.496,120,NY,purchase,A,12,40k-75k,current,0,Highline Capital Servicing,2022-07-28,2026-03-17,partial,origination_sys_a
LN-11795436,BR-056614,va,2020-04-02,2039-12-19,573372.39,260291.37,5.681,240,VT,refinance,A,2,<40k,current,0,Highline Capital Servicing,2024-04-05,2025-07-30,partial,origination_sys_b
LN-64932071,BR-452117,conventional,2021-11-04,2036-08-17,596771.26,122813.72,5.359,180,NC,purchase,A,16,75k-120k,current,0,Coastal Trust Servicing,2024-10-25,2025-09-04,complete,origination_sys_b
LN-42156806,BR-817490,fha,2023-12-09,2038-09-21,262131.64,194731.11,4.735,180,WI,refinance,C,30,40k-75k,current,0,Highline Capital Servicing,2025-01-28,2026-01-30,complete,origination_sys_b
LN-68716786,BR-715274,conventional,2019-03-29,2038-12-14,524960.24,486367.55,5.587,240,OK,purchase,B,24,<40k,current,0,Highline Capital Servicing,2022-05-08,2026-01-17,partial,origination_sys_b
LN-47855657,BR-136956,conventional,2021-08-09,2041-04-26,252993.23,262833.78,4.758,240,LA,refinance,C,19,40k-75k,current,0,Highline Capital Servicing,2023-06-03,2026-02-17,complete,manual_spreadsheet
LN-56167861,BR-675245,conventional,2020-01-27,2039-10-14,634234.19,499098.19,7.123,240,ME,cash_out_refinance,B,6,75k-120k,current,0,Meridian Loan Servicing,2025-08-23,2025-10-14,partial,origination_sys_a
LN-01353082,BR-495854,va,2021-03-13,2050-10-07,488713.63,76917.99,3.755,360,NV,cash_out_refinance,D,19,<40k,current,0,Highline Capital Servicing,2023-08-25,2026-04-07,partial,origination_sys_b
LN-15107406,BR-019722,fha,2019-09-02,2034-06-15,183229.69,117792.01,6.592,180,OR,refinance,C,26,40k-75k,delinquent_30,30,Meridian Loan Servicing,2019-12-05,2025-10-21,missing,manual_spreadsheet
LN-07924082,BR-411212,va,2020-10-10,2035-07-24,177950.13,22877.31,5.676,180,RI,refinance,D,6,40k-75k,current,0,Meridian Loan Servicing,2021-09-10,2025-08-22,partial,manual_spreadsheet
LN-72648305,BR-342108,jumbo,2021-06-28,2051-01-22,165719.75,32331.82,4.342,360,MT,purchase,B,10,75k-120k,delinquent_60,57,Highline Capital Servicing,2023-01-10,2026-03-05,complete,manual_spreadsheet
LN-60705304,BR-444329,va,2020-08-18,2035-06-01,296283.11,60420.72,5.893,180,HI,purchase,B,27,<40k,closed,0,Highline Capital Servicing,2024-09-19,2025-10-03,complete,origination_sys_a
LN-11481410,BR-865788,fha,2019-07-04,2034-04-16,132654.76,47620.95,4.941,180,NM,refinance,B,7,<40k,current,0,Meridian Loan Servicing,2026-04-06,2026-01-18,missing,origination_sys_a
LN-31517312,BR-858314,fha,2019-05-18,2029-03-26,233355.15,66349.39,4.71,120,RI,refinance,C,14,40k-75k,current,0,Highline Capital Servicing,2021-05-04,2026-06-25,missing,origination_sys_a
LN-47635459,BR-936777,jumbo,2023-01-01,2037-10-14,172389.53,74970.63,4.334,180,NY,purchase,A,6,<40k,current,0,Coastal Trust Servicing,2025-01-22,2025-10-26,partial,origination_sys_a
LN-46187763,BR-202444,jumbo,2022-05-22,2051-12-16,298066.2,207278.14,5.358,360,IN,refinance,B,13,<40k,current,0,Meridian Loan Servicing,2023-03-16,2025-09-19,missing,origination_sys_a
LN-53549843,BR-191917,va,2020-08-28,2040-05-15,110278.02,61168.35,3.799,240,NC,purchase,C,0,120k+,current,0,Highline Capital Servicing,2024-05-27,2025-07-10,missing,origination_sys_b
LN-47077509,BR-936472,fha,2020-12-11,2040-08-28,242408.49,219796.89,7.311,240,IL,purchase,D,8,120k+,current,0,Meridian Loan Servicing,2021-05-31,2026-06-24,complete,origination_sys_b
LN-52900824,BR-049940,jumbo,2019-01-25,2033-11-07,190861.26,88960.31,7.558,180,MI,cash_out_refinance,C,27,120k+,current,0,Highline Capital Servicing,2025-07-15,2026-01-05,missing,manual_spreadsheet
LN-52582043,BR-547493,va,2023-12-27,2043-09-13,439968.98,295855.77,4.032,240,GA,cash_out_refinance,B,27,40k-75k,current,0,Meridian Loan Servicing,2025-04-15,2026-03-29,complete,origination_sys_a
LN-69679044,BR-493334,jumbo,2022-11-29,2042-08-16,315207.66,325888.62999999995,8.139,240,MT,cash_out_refinance,B,12,120k+,current,0,Meridian Loan Servicing,2024-07-07,2025-08-23,complete,manual_spreadsheet
LN-07148976,BR-104028,va,2023-07-06,2038-04-18,271583.43,119962.52,6.83,180,CO,purchase,B,28,75k-120k,current,0,Highline Capital Servicing,2024-01-26,2025-07-13,complete,manual_spreadsheet
LN-91565820,BR-626606,va,2019-06-18,2029-04-26,430187.11,108314.53,3.66,120,MI,cash_out_refinance,B,22,120k+,current,0,Highline Capital Servicing,2023-06-26,2026-07-27,missing,origination_sys_b
LN-24700819,BR-172332,jumbo,2020-08-24,2050-03-20,318242.67,50625.24,5.677,360,DE,cash_out_refinance,C,29,40k-75k,delinquent_30,43,Highline Capital Servicing,2021-01-09,2025-11-15,partial,origination_sys_a
LN-84978487,BR-769781,fha,2021-03-11,2035-12-23,276698.82,251360.03,8.271,180,NE,purchase,D,28,75k-120k,delinquent_60,53,Meridian Loan Servicing,2021-06-05,2025-09-04,complete,origination_sys_a
LN-33631792,BR-168723,fha,2021-11-16,2051-06-12,625525.69,26936.84,5.675,360,WA,purchase,D,30,75k-120k,closed,36,Coastal Trust Servicing,2026-02-10,2026-04-20,partial,origination_sys_a
LN-96235436,BR-029225,conventional,2020-08-05,2040-04-22,90211.49,40511.98,4.609,240,NH,purchase,D,0,120k+,closed,0,Meridian Loan Servicing,2021-06-12,2026-01-24,partial,manual_spreadsheet
LN-60926212,BR-953526,conventional,2023-07-26,2053-02-18,89315.74,18911.35,5.144,360,KS,refinance,A,3,40k-75k,delinquent_30,42,Coastal Trust Servicing,2025-01-04,2026-06-29,complete,manual_spreadsheet
LN-93550988,BR-027799,conventional,2020-08-21,2040-05-08,316878.12,57018.62,7.325,240,MI,purchase,D,16,<40k,current,0,Highline Capital Servicing,2023-10-04,2026-06-27,complete,origination_sys_b
LN-87001185,BR-496087,jumbo,2023-06-04,2033-04-12,281346.89,174519.88,4.018,120,NC,refinance,B,5,40k-75k,current,0,Coastal Trust Servicing,2026-02-18,2026-04-14,missing,manual_spreadsheet
LN-73610403,BR-996489,jumbo,2022-11-29,2032-10-07,636398.24,201767.79,3.926,120,CT,cash_out_refinance,A,18,40k-75k,delinquent_60,74,Highline Capital Servicing,2025-09-06,2024-07-07,missing,manual_spreadsheet
LN-54019696,BR-892899,va,2023-01-26,2042-10-13,148259.24,38665.28,3.876,240,MD,cash_out_refinance,C,13,<40k,delinquent_30,40,Meridian Loan Servicing,2024-08-31,2025-11-07,partial,origination_sys_a
LN-02381282,BR-285588,va,2022-12-28,2032-11-05,575617.78,91121.0,8.032,120,TX,refinance,A,28,120k+,current,0,Meridian Loan Servicing,2024-09-26,2025-07-29,partial,origination_sys_a
LN-08411982,BR-319718,jumbo,2022-09-09,2042-05-27,233357.47,211364.59,4.592,240,VA,purchase,B,23,40k-75k,current,0,Highline Capital Servicing,2022-09-19,2026-01-31,missing,manual_spreadsheet
LN-46382194,BR-526872,jumbo,2023-11-28,2043-08-15,408713.73,134722.84,3.507,240,DE,refinance,B,23,75k-120k,delinquent_60,62,Coastal Trust Servicing,2024-04-07,2025-07-01,missing,origination_sys_a
LN-03921021,BR-643416,conventional,2023-07-26,2022-06-21,631289.39,466230.5,7.844,120,MA,refinance,D,21,75k-120k,delinquent_30,33,Highline Capital Servicing,2024-09-10,2026-06-10,missing,origination_sys_a
LN-94241787,BR-521221,conventional,2020-02-28,2049-09-23,281311.57,59227.78,5.866,360,WI,cash_out_refinance,A,18,120k+,delinquent_60,52,Highline Capital Servicing,2023-07-23,2026-02-06,missing,origination_sys_a
LN-29024295,BR-917562,va,2021-07-09,2036-04-21,472405.62,338113.35,7.232,180,AK,purchase,A,7,75k-120k,current,0,Highline Capital Servicing,2026-01-22,2026-02-01,complete,manual_spreadsheet
LN-55011372,BR-856695,va,2024-03-22,2039-01-03,437686.02,52157.3,3.98,180,NM,cash_out_refinance,B,28,40k-75k,current,0,Highline Capital Servicing,2024-05-07,2026-06-30,partial,origination_sys_b
LN-18282490,BR-694172,conventional,2021-08-23,2036-06-05,383517.01,203579.28,3.683,180,AL,cash_out_refinance,D,3,75k-120k,current,0,Coastal Trust Servicing,2024-12-10,2025-07-10,partial,origination_sys_a
LN-79242177,BR-949781,fha,2019-07-11,2039-03-28,606433.28,260761.5,8.124,240,LA,purchase,D,22,75k-120k,current,0,Highline Capital Servicing,2024-08-05,2026-03-02,missing,manual_spreadsheet
LN-82018120,BR-460773,va,2019-12-03,2029-10-11,501173.4,5293.76,7.674,120,NV,purchase,A,26,40k-75k,closed,0,Highline Capital Servicing,2024-02-28,2025-08-28,complete,origination_sys_a
LN-04461778,BR-595953,jumbo,2021-02-06,2030-12-16,383826.91,141335.16,4.287,120,RI,cash_out_refinance,B,30,120k+,delinquent_60,47,Highline Capital Servicing,2022-01-24,2025-09-17,missing,origination_sys_b
LN-43598169,BR-279149,fha,2020-07-25,2040-04-11,228330.34,175351.98,3.764,240,ID,cash_out_refinance,B,25,40k-75k,delinquent_30,42,Meridian Loan Servicing,2021-02-17,2025-09-09,missing,manual_spreadsheet
LN-31148282,BR-656075,va,2022-01-18,2031-11-27,217652.0,104595.78,5.804,120,UT,refinance,C,0,<40k,current,0,Meridian Loan Servicing,2026-06-03,2025-10-12,complete,manual_spreadsheet
LN-06484860,BR-690133,conventional,2022-11-15,2032-09-23,571844.9,191781.61,7.473,120,NC,cash_out_refinance,C,24,75k-120k,current,0,Highline Capital Servicing,2023-10-07,2026-03-27,complete,manual_spreadsheet
